,text,target
583,"Akmola became the capital of Kazakhstan in 1997, since then it has grown and developed economically into one of the most modern cities in Central Asia.",1
584,"[12][13] On 23 March 2019, following a unanimous vote in Kazakhstan's parliament, the city was renamed Nur-Sultan, after former Kazakhstan President Nursultan Nazarbayev.",1
585,"Modern Nur-Sultan is a planned city, following the process of other planned capitals.",1
586,"[17] After it became the capital of Kazakhstan, the city dramatically changed its shape.",1
587,The city's master-plan was designed by Japanese architect Kisho Kurokawa.,1
588,"As the seat of the Government of Kazakhstan, Nur-Sultan is the site of the Parliament House, the Supreme Court, the Ak Orda Presidential Palace and numerous government departments and agencies.",1
589,"It is home to a range of futuristic buildings, including many skyscrapers",1
590,The settlement was founded in 1830 as Akmoly or Akmolinsky prikaz.,1
591,"This name was possibly given after a local landmarkвЂ”Akmola literally means ""white grave"" or ""holy city"" in KazakhвЂ”although this theory is not universally accepted.",1
592,"[2] In 1832, it was granted town status and renamed Akmolinsk (Russian: РђРєРјРѕР»РёРЅСЃРє).",1
593,"[2] During the Soviet era on 20 March 1961, it was renamed Tselinograd (Russian: Р¦РµР»РёРЅРѕРіСЂР°Рґ, lit.",1
594,'City of virgin lands') to mark its evolution as a cultural and administrative center of the Virgin Lands campaign.,1
595,"[21][2] In 1992, after Kazakh independence Tselinograd adopted the presumed original name Akmola.",1
596,"[2][22] On 10 December 1997, Akmola replaced Almaty as the capital of Kazakhstan.",1
597,"On 6 May 1998, it was renamed Astana, which means ""capital city"" in Kazakh.",1
598,"[23] On 20 March 2019, the capital was renamed from Astana to its current name Nur-Sultan in honor of the long-ruling Kazakh President Nursultan Nazarbayev, shortly after his resignatio.",1
599,"Nur-Sultan's economy is based on trade, industrial production, transport, communication and construction.",1
600,"The city's industrial production is mainly focused on producing building materials, foodstuff and mechanical engineering.",1
601,The Astana International Financial Center (AIFC) opened in July 2018 to become a hub for financial services in Central Asia.,1
602,[54],1
603,"Nur-Sultan is the headquarters of state-owned corporations such as Samruk-Kazyna, Kazakhstan Temir Zholy, KazMunayGas, KazTransOil, Kazatomprom, KEGOC, Kazpost and Kazakhtelecom.",1
604,The shift of the capital has given it a powerful boost to Nur-Sultan's economic development.,1
605,The city's high economic growth rate has attracted numerous investors.,1
606,"In the 16 years since Nur-Sultan became the capital, the volume of investments has increased by almost 30 times, the gross regional product has increased by 90 times,[55] and industrial output has increased by 11 times.",1
607,The city's Gross Regional Product makes up about 8.5 per cent of the republic's Gross domestic product.,1
608,[56],1
609,The Nur-Sultan вЂ“ New City special economic zone was established in 2001 to help develop industry and increase the attractiveness of the city to investors.,1
610,The SEZ plans to commission five projects worth 20 billion KZT (around $108 million) in the Industrial Park No.,1
611,1 in 2015.,1
612,"[57] The projects include construction of a plant for production of diesel engines, a fast food complex, temporary storage warehouses and a business center, a furniture factory, and production of military and civil engineering machin",1
613,[57] The new Nur-Sultan /Astana International Financial Centre is due to launch on 1 January 2018.,1
614,Nur-Sultan's administration is promoting the development of small and medium-sized businesses through the cooperation of the Sovereign Welfare Fund Samruk-Kazyna and National Economic Chamber.,1
615,Support is provided by a special programme of crediting.,1
616,"[58] As a result, the number of small and medium-sized businesses increased by 13.7% to over 96,000 compared to the previous year as of 1 July 2015.",1
617,"[59] In addition, the number of people employed in small and medium-sized business increased by 17.8% to over 234,000 people as of 1 April 2015.",1
618,[59],1
619,"Nur-Sultan was included in the list of top 21 intelligent communities of the world, according to the report released by the Intelligent Community Forum in October 2016.",1
620,"The rating list includes the cities, regions and communities which use digital instruments for the construction of local economy and society.",1
621,[60],1
622,"In 2018, Nur-Sultan attracted more than three trillion tenge (US$7.91 billion) in foreign direct investments, a record amount for the city.",1
623,The growth was achieved due to a large number of construction projects.,1
624,Tourism becomes one of the factors that drive economic growth in the city.,1
625,Nur-Sultan is among the top ten most attractive tourist cities in the Commonwealth of Independent States (CIS).,1
